Date,Close
12/11/2013,66.31
13/11/2013,67.4
14/11/2013,67.64
15/11/2013,68.16
18/11/2013,68.98
19/11/2013,67.68
20/11/2013,68.2
21/11/2013,70.6
22/11/2013,70.35
25/11/2013,68.05
26/11/2013,68.02
27/11/2013,68.65
29/11/2013,70.37
02/12/2013,69.27
03/12/2013,67.71
04/12/2013,64.92
05/12/2013,64.45
06/12/2013,66.65
09/12/2013,65.77
10/12/2013,64.65
11/12/2013,63.63
12/12/2013,64.96
13/12/2013,64.56
16/12/2013,64.52
17/12/2013,63.92
18/12/2013,64.11
19/12/2013,63.43
20/12/2013,65.73
23/12/2013,66.25
24/12/2013,65.58
26/12/2013,66.61
27/12/2013,66.64
30/12/2013,66.01
31/12/2013,66.93
02/01/2014,65.4
03/01/2014,67.16
06/01/2014,65.11
07/01/2014,65.73
08/01/2014,64.33
09/01/2014,63.41
10/01/2014,63.84
13/01/2014,62.45
14/01/2014,63.49
15/01/2014,63.07
16/01/2014,62.98
17/01/2014,61.92
21/01/2014,63.32
22/01/2014,62.81
23/01/2014,62.14
24/01/2014,61.19
27/01/2014,59.77
28/01/2014,61.54
29/01/2014,60.24
30/01/2014,63.31
31/01/2014,62.74
03/02/2014,60.64
04/02/2014,61.83
05/02/2014,61.47
06/02/2014,61.15
07/02/2014,61.28
10/02/2014,60.34
11/02/2014,60.41
12/02/2014,59.96
13/02/2014,59.95
14/02/2014,59.71
18/02/2014,60.18
19/02/2014,59.06
20/02/2014,59.7
21/02/2014,59.37
24/02/2014,59.75
25/02/2014,58.9
26/02/2014,59.22
27/02/2014,59.06
28/02/2014,59.04
03/03/2014,59.39
04/03/2014,63.12
05/03/2014,63.76
06/03/2014,64.34
07/03/2014,64.51
10/03/2014,64.44
11/03/2014,62.71
12/03/2014,63.54
13/03/2014,62.83
14/03/2014,62.22
17/03/2014,63.44
18/03/2014,62.95
19/03/2014,62.32
20/03/2014,62.92
21/03/2014,62.17
24/03/2014,62.17
25/03/2014,61.63
26/03/2014,59.57
27/03/2014,58.72
28/03/2014,57.99
31/03/2014,59.22
01/04/2014,59.65
02/04/2014,59.3
03/04/2014,56.89
04/04/2014,55.04
07/04/2014,54.26
08/04/2014,54.48
09/04/2014,55
10/04/2014,54.45
11/04/2014,53.08
14/04/2014,53.74
15/04/2014,54.22
16/04/2014,55.13
17/04/2014,55.59
21/04/2014,55.99
22/04/2014,56.64
23/04/2014,55.02
24/04/2014,54.99
25/04/2014,54.75
28/04/2014,53.69
29/04/2014,53.28
30/04/2014,53.83
01/05/2014,54.64
02/05/2014,54.55
05/05/2014,54.73
06/05/2014,54.3
07/05/2014,54.47
08/05/2014,54.41
09/05/2014,54.48
12/05/2014,55.58
13/05/2014,54.66
14/05/2014,53.11
15/05/2014,52.89
16/05/2014,53.36
19/05/2014,54.43
20/05/2014,53.71
21/05/2014,54.05
22/05/2014,54.73
23/05/2014,55.02
27/05/2014,56.4
28/05/2014,55.31
29/05/2014,54.62
30/05/2014,53.35
02/06/2014,52.94
03/06/2014,50.3
04/06/2014,51.88
05/06/2014,52.64
06/06/2014,54.03
09/06/2014,54.33
10/06/2014,54.14
11/06/2014,53.45
12/06/2014,53.31
13/06/2014,54.37
16/06/2014,54.86
17/06/2014,55.26
18/06/2014,56.21
19/06/2014,55.5
20/06/2014,55.64
23/06/2014,56.02
24/06/2014,55.58
25/06/2014,55.51
26/06/2014,55.43
27/06/2014,55.3
30/06/2014,54.06
01/07/2014,53.69
02/07/2014,52.73
03/07/2014,51.9
07/07/2014,50.9
08/07/2014,49.97
09/07/2014,49.22
10/07/2014,48.05
11/07/2014,47.5
14/07/2014,48.5
15/07/2014,48.23
16/07/2014,48.11
17/07/2014,48.58
18/07/2014,49.61
21/07/2014,50.1
22/07/2014,50.37
23/07/2014,53.91
24/07/2014,56.43
25/07/2014,55.99
28/07/2014,55.98
29/07/2014,56.38
30/07/2014,56.95
31/07/2014,56.23
01/08/2014,55.85
04/08/2014,56.29
05/08/2014,55.93
06/08/2014,56.65
07/08/2014,55.59
08/08/2014,55.37
11/08/2014,57.3
12/08/2014,56.47
13/08/2014,56.58
14/08/2014,56.81
15/08/2014,57.3
18/08/2014,58.23
19/08/2014,58.2
20/08/2014,58.13
21/08/2014,57.76
22/08/2014,57.97
25/08/2014,59.62
26/08/2014,59.52
27/08/2014,59.31
28/08/2014,58.64
29/08/2014,58.92
02/09/2014,59.55
03/09/2014,60.02
04/09/2014,58.41
05/09/2014,59.3
08/09/2014,59.78
09/09/2014,59.87
10/09/2014,59.98
11/09/2014,59.26
12/09/2014,59.06
15/09/2014,58.01
16/09/2014,58.59
17/09/2014,58.81
18/09/2014,61.63
19/09/2014,61.75
22/09/2014,60.54
23/09/2014,59.3
24/09/2014,60.7
25/09/2014,60.05
26/09/2014,61.39
29/09/2014,62.05
30/09/2014,61.86
01/10/2014,61.85
02/10/2014,61.78
03/10/2014,62.45
06/10/2014,62.7
07/10/2014,62
08/10/2014,62.71
09/10/2014,62.15
10/10/2014,62.53
13/10/2014,62.56
14/10/2014,63.09
15/10/2014,64.61
16/10/2014,63.78
17/10/2014,62.86
20/10/2014,63.95
21/10/2014,65.63
22/10/2014,61.15
23/10/2014,61.25
24/10/2014,62.15
27/10/2014,63.11
28/10/2014,64.04
29/10/2014,63.99
30/10/2014,64.23
31/10/2014,64.65
03/11/2014,64.57
04/11/2014,64.97
05/11/2014,65.75
06/11/2014,65.63
07/11/2014,65.36
10/11/2014,64.95
11/11/2014,65.26
12/11/2014,65.91
13/11/2014,66.07
14/11/2014,65.45
17/11/2014,63.73
18/11/2014,63.39
19/11/2014,63.02
20/11/2014,63.94
21/11/2014,62.74
24/11/2014,64.3
25/11/2014,64.01
26/11/2014,64.87
28/11/2014,65.57
01/12/2014,64.21
02/12/2014,65.26
03/12/2014,66.69
04/12/2014,67.37
05/12/2014,68.1
08/12/2014,67.99
09/12/2014,69.35
10/12/2014,68.9
11/12/2014,69.79
12/12/2014,68.45
15/12/2014,68.5
16/12/2014,68.6
17/12/2014,70.06
18/12/2014,72.23
19/12/2014,71.54
22/12/2014,71.63
23/12/2014,72.29
24/12/2014,72.3
26/12/2014,73.25
29/12/2014,72.23
30/12/2014,71.99
31/12/2014,71.71
02/01/2015,70.35
05/01/2015,68.99
06/01/2015,67.66
07/01/2015,68.27
08/01/2015,71.7
09/01/2015,71.51
12/01/2015,70.99
13/01/2015,72.61
14/01/2015,72.96
15/01/2015,70.6
16/01/2015,72.41
20/01/2015,72.16
21/01/2015,71.55
22/01/2015,74.44
23/01/2015,74.02
26/01/2015,74.36
